log_stamp,IMUData.w,IMUData.x,IMUData.y,IMUData.z,IMUData.x,IMUData.x,IMUData.y,IMUData.z
1473.407191,0.9728021978021978,-0.028876678876678878,0.09377289377289377,0.2015873015873016,-0.028876678876678878,-0.028876678876678878,0.09377289377289377,0.2015873015873016
1473.409195,0.9728021978021978,-0.028876678876678878,0.09377289377289377,0.2015873015873016,-0.028876678876678878,-0.028876678876678878,0.09377289377289377,0.2015873015873016
1473.411198,0.9728021978021978,-0.028876678876678878,0.09374236874236874,0.20161782661782662,-0.028876678876678878,-0.028876678876678878,0.09374236874236874,0.20161782661782662
1473.413203,0.9728021978021978,-0.028876678876678878,0.09374236874236874,0.20161782661782662,-0.028876678876678878,-0.028876678876678878,0.09374236874236874,0.20161782661782662
1473.41525,0.9728021978021978,-0.02890720390720391,0.09377289377289377,0.20161782661782662,-0.02890720390720391,-0.02890720390720391,0.09377289377289377,0.20161782661782662
1473.417257,0.9727716727716728,-0.02890720390720391,0.09377289377289377,0.20161782661782662,-0.02890720390720391,-0.02890720390720391,0.09377289377289377,0.20161782661782662
1473.419258,0.9727716727716728,-0.02890720390720391,0.09374236874236874,0.20161782661782662,-0.02890720390720391,-0.02890720390720391,0.09374236874236874,0.20161782661782662
1473.421261,0.9727716727716728,-0.02890720390720391,0.09377289377289377,0.20161782661782662,-0.02890720390720391,-0.02890720390720391,0.09377289377289377,0.20161782661782662
1473.423262,0.9727716727716728,-0.028876678876678878,0.09377289377289377,0.20161782661782662,-0.028876678876678878,-0.028876678876678878,0.09377289377289377,0.20161782661782662
1473.425345,0.9727716727716728,-0.028876678876678878,0.09377289377289377,0.20161782661782662,-0.028876678876678878,-0.028876678876678878,0.09377289377289377,0.20161782661782662
1473.427353,0.9727716727716728,-0.028876678876678878,0.09377289377289377,0.20161782661782662,-0.028876678876678878,-0.028876678876678878,0.09377289377289377,0.20161782661782662
1473.429357,0.9727716727716728,-0.028876678876678878,0.09377289377289377,0.20161782661782662,-0.028876678876678878,-0.028876678876678878,0.09377289377289377,0.20161782661782662
1473.431361,0.9727716727716728,-0.028876678876678878,0.09377289377289377,0.20161782661782662,-0.028876678876678878,-0.028876678876678878,0.09377289377289377,0.20161782661782662
1473.433363,0.9727716727716728,-0.028876678876678878,0.0938034188034188,0.20161782661782662,-0.028876678876678878,-0.028876678876678878,0.0938034188034188,0.20161782661782662
1473.435371,0.9727716727716728,-0.028876678876678878,0.09377289377289377,0.20164835164835165,-0.028876678876678878,-0.028876678876678878,0.09377289377289377,0.20164835164835165
1473.43738,0.9727716727716728,-0.028876678876678878,0.09377289377289377,0.20164835164835165,-0.028876678876678878,-0.028876678876678878,0.09377289377289377,0.20164835164835165
1473.439382,0.9727716727716728,-0.028876678876678878,0.0938034188034188,0.20164835164835165,-0.028876678876678878,-0.028876678876678878,0.0938034188034188,0.20164835164835165
1473.441389,0.9727716727716728,-0.028876678876678878,0.0938034188034188,0.20164835164835165,-0.028876678876678878,-0.028876678876678878,0.0938034188034188,0.20164835164835165
1473.44339,0.9727716727716728,-0.028876678876678878,0.09377289377289377,0.20164835164835165,-0.028876678876678878,-0.028876678876678878,0.09377289377289377,0.20164835164835165
1473.445434,0.9727716727716728,-0.028846153846153848,0.09377289377289377,0.20164835164835165,-0.028846153846153848,-0.028846153846153848,0.09377289377289377,0.20164835164835165
1473.447442,0.9727716727716728,-0.028846153846153848,0.09377289377289377,0.20167887667887668,-0.028846153846153848,-0.028846153846153848,0.09377289377289377,0.20167887667887668
1473.449443,0.9727716727716728,-0.028846153846153848,0.09377289377289377,0.20164835164835165,-0.028846153846153848,-0.028846153846153848,0.09377289377289377,0.20164835164835165
1473.451446,0.9727716727716728,-0.028846153846153848,0.09374236874236874,0.20164835164835165,-0.028846153846153848,-0.028846153846153848,0.09374236874236874,0.20164835164835165
1473.453447,0.9727716727716728,-0.028846153846153848,0.09374236874236874,0.20164835164835165,-0.028846153846153848,-0.028846153846153848,0.09374236874236874,0.20164835164835165
1473.455531,0.9727716727716728,-0.028815628815628817,0.09374236874236874,0.20167887667887668,-0.028815628815628817,-0.028815628815628817,0.09374236874236874,0.20167887667887668
1473.457536,0.9727716727716728,-0.028815628815628817,0.09374236874236874,0.20167887667887668,-0.028815628815628817,-0.028815628815628817,0.09374236874236874,0.20167887667887668
1473.45954,0.9727716727716728,-0.028815628815628817,0.09374236874236874,0.20167887667887668,-0.028815628815628817,-0.028815628815628817,0.09374236874236874,0.20167887667887668
1473.461543,0.9727716727716728,-0.028815628815628817,0.09374236874236874,0.20167887667887668,-0.028815628815628817,-0.028815628815628817,0.09374236874236874,0.20167887667887668
1473.463545,0.9727716727716728,-0.028815628815628817,0.09374236874236874,0.20167887667887668,-0.028815628815628817,-0.028815628815628817,0.09374236874236874,0.20167887667887668
1473.465549,0.9727716727716728,-0.028815628815628817,0.09374236874236874,0.20167887667887668,-0.028815628815628817,-0.028815628815628817,0.09374236874236874,0.20167887667887668
1473.467549,0.9727716727716728,-0.028785103785103783,0.09374236874236874,0.20167887667887668,-0.028785103785103783,-0.028785103785103783,0.09374236874236874,0.20167887667887668
1473.469555,0.9727716727716728,-0.028785103785103783,0.09374236874236874,0.20167887667887668,-0.028785103785103783,-0.028785103785103783,0.09374236874236874,0.20167887667887668
1473.471555,0.9727716727716728,-0.028785103785103783,0.09374236874236874,0.20167887667887668,-0.028785103785103783,-0.028785103785103783,0.09374236874236874,0.20167887667887668
1473.473562,0.9727716727716728,-0.028785103785103783,0.09377289377289377,0.20167887667887668,-0.028785103785103783,-0.028785103785103783,0.09377289377289377,0.20167887667887668
1473.475608,0.9727716727716728,-0.028785103785103783,0.09377289377289377,0.20167887667887668,-0.028785103785103783,-0.028785103785103783,0.09377289377289377,0.20167887667887668
