log_stamp,AmmoDebug.rpm1,AmmoDebug.rpm2
113.119134,20.016027450561523,20.052473068237305
113.139217,19.952255249023438,20.006919860839844
113.159291,19.985660552978516,19.97654914855957
113.179381,20.016027450561523,19.955291748046875
113.199444,20.00995445251465,20.052473068237305
113.219519,19.985660552978516,20.052473068237305
113.239621,19.967439651489258,19.994770050048828
113.259786,20.08587646484375,19.970476150512695
113.279867,20.003881454467773,19.943143844604492
113.299977,19.97958755493164,20.000844955444336
113.320077,19.958328247070312,20.000844955444336
113.330116,19.991735458374023,20.006919860839844
113.340171,20.091951370239258,20.031213760375977
113.350227,20.003881454467773,19.943143844604492
113.360265,19.991735458374023,19.961366653442383
113.370332,20.04336166381836,20.019067764282227
113.380448,19.991735458374023,19.970476150512695
113.390477,19.952255249023438,19.949216842651367
113.400525,19.9978084564209,20.04032325744629
113.410559,19.985660552978516,20.082841873168945
113.420589,20.003881454467773,19.988697052001953
113.430616,19.991735458374023,19.982622146606445
113.440677,20.003881454467773,20.031213760375977
113.450736,20.00995445251465,20.000844955444336
113.460797,20.098026275634766,19.89759063720703
113.470829,20.003881454467773,20.006919860839844
113.480886,19.927961349487305,20.031213760375977
113.490938,19.952255249023438,20.000844955444336
113.500991,19.991735458374023,19.988697052001953
113.5111,19.9978084564209,20.019067764282227
113.521167,20.003881454467773,20.019067764282227
113.531223,20.028175354003906,20.000844955444336
113.541259,20.073728561401367,19.982622146606445
113.551319,19.97958755493164,19.918848037719727
113.561382,19.93403434753418,19.982622146606445
113.571427,19.985660552978516,20.000844955444336
113.581472,19.991735458374023,19.994770050048828
113.59151,19.9978084564209,20.031213760375977
113.60155,20.003881454467773,20.006919860839844
113.611592,20.028175354003906,20.019067764282227
113.621638,20.003881454467773,20.031213760375977
113.631682,20.073728561401367,20.01299285888672
113.641818,20.003881454467773,19.988697052001953
113.651855,19.958328247070312,19.970476150512695
113.661904,20.003881454467773,19.970476150512695
113.671948,20.003881454467773,19.955291748046875
113.681997,19.991735458374023,19.97654914855957
113.692042,19.97958755493164,20.01299285888672
113.70209,20.037288665771484,20.031213760375977
113.712161,19.991735458374023,20.070693969726562
113.722185,19.985660552978516,19.994770050048828
113.732229,19.958328247070312,19.97654914855957
113.742271,19.9978084564209,19.97654914855957
113.752311,20.003881454467773,20.006919860839844
113.762378,19.9978084564209,19.949216842651367
113.772488,19.985660552978516,19.949216842651367
113.782541,20.037288665771484,20.019067764282227
113.792575,19.9978084564209,20.031213760375977
113.802648,20.049434661865234,20.04032325744629
113.812696,19.9978084564209,19.988697052001953
113.822758,19.973514556884766,20.006919860839844
113.832803,19.973514556884766,20.006919860839844
113.842846,19.985660552978516,19.937068939208984
113.852892,20.003881454467773,19.970476150512695
113.862932,20.037288665771484,20.046398162841797
113.872982,19.952255249023438,19.970476150512695
113.883022,20.016027450561523,19.961366653442383
113.893066,20.037288665771484,20.064620971679688
113.90318,20.016027450561523,20.01299285888672
113.913222,19.9978084564209,19.982622146606445
113.923266,19.952255249023438,20.006919860839844
113.933286,19.985660552978516,19.97654914855957
113.943332,20.016027450561523,19.924922943115234
113.953393,19.946182250976562,20.000844955444336
113.963444,20.003881454467773,19.994770050048828
113.973486,20.00995445251465,19.994770050048828
113.983551,20.04336166381836,20.064620971679688
113.993602,20.00995445251465,20.000844955444336
114.013744,19.952255249023438,20.006919860839844
114.02386,19.952255249023438,19.97654914855957
114.033908,20.02210235595703,19.89759063720703
114.043954,19.967439651489258,19.988697052001953
114.053996,20.00995445251465,19.955291748046875
114.06403,20.067655563354492,19.97654914855957
114.0741,20.02210235595703,20.04032325744629
114.084124,19.985660552978516,20.031213760375977
114.094165,19.946182250976562,20.046398162841797
114.104212,19.973514556884766,20.0251407623291
114.114247,20.003881454467773,20.006919860839844
114.124308,20.00995445251465,19.982622146606445
114.134352,19.958328247070312,19.97654914855957
114.144401,20.04336166381836,19.955291748046875
114.15445,20.028175354003906,20.006919860839844
114.164584,19.991735458374023,20.019067764282227
114.174608,20.02210235595703,20.046398162841797
114.184638,19.985660552978516,20.031213760375977
114.194697,19.952255249023438,20.006919860839844
114.204767,20.00995445251465,19.982622146606445
114.214827,19.967439651489258,19.961366653442383
114.224864,19.97958755493164,19.949216842651367
114.234909,20.02210235595703,19.955291748046875
114.244945,20.037288665771484,19.943143844604492
114.254972,20.04336166381836,19.961366653442383
114.265026,20.049434661865234,20.04032325744629
114.275066,20.003881454467773,20.04032325744629
114.285118,19.927961349487305,20.031213760375977
114.295242,19.940109252929688,19.97654914855957
114.305297,19.991735458374023,19.994770050048828
114.315353,20.00995445251465,19.961366653442383
114.325401,20.016027450561523,19.988697052001953
114.33545,20.02210235595703,19.970476150512695
114.345506,19.991735458374023,19.961366653442383
114.355566,20.037288665771484,20.000844955444336
114.365604,20.016027450561523,20.05854606628418
114.375635,19.97958755493164,20.000844955444336
114.38568,19.991735458374023,19.994770050048828
114.395724,19.985660552978516,20.019067764282227
114.405778,20.02210235595703,19.943143844604492
114.415826,20.067655563354492,19.970476150512695
114.425926,20.016027450561523,19.924922943115234
114.43596,19.991735458374023,20.0251407623291
114.446011,19.9978084564209,20.006919860839844
114.456075,20.016027450561523,20.04032325744629
114.466109,20.003881454467773,20.076766967773438
114.476168,19.973514556884766,20.006919860839844
114.486212,19.97958755493164,19.988697052001953
114.496257,20.067655563354492,20.019067764282227
114.506296,20.003881454467773,19.982622146606445
114.516346,20.02210235595703,19.879369735717773
114.526398,20.016027450561523,19.97654914855957
114.536453,20.016027450561523,20.006919860839844
114.546496,20.00995445251465,20.01299285888672
114.556626,19.967439651489258,20.04032325744629
114.566671,19.952255249023438,20.046398162841797
114.576711,19.97958755493164,20.031213760375977
114.58675,20.079803466796875,19.994770050048828
114.596787,20.016027450561523,20.01299285888672
114.606829,19.973514556884766,19.994770050048828
114.616849,19.952255249023438,19.955291748046875
114.626897,19.991735458374023,19.961366653442383
114.636945,19.967439651489258,20.000844955444336
114.646988,19.97958755493164,20.052473068237305
114.657034,19.991735458374023,20.000844955444336
114.667066,20.079803466796875,20.019067764282227
114.677124,19.985660552978516,20.064620971679688
114.687242,19.985660552978516,20.01299285888672
114.697285,19.9978084564209,19.961366653442383
114.707318,20.016027450561523,19.970476150512695
114.717419,20.016027450561523,20.000844955444336
114.72747,19.946182250976562,20.006919860839844
114.737501,19.958328247070312,20.046398162841797
114.747562,20.079803466796875,20.04032325744629
114.75762,19.9978084564209,20.0251407623291
114.767665,19.991735458374023,20.019067764282227
114.777719,20.02210235595703,19.97654914855957
114.787763,20.073728561401367,19.994770050048828
114.797797,19.973514556884766,20.019067764282227
114.807847,19.97958755493164,19.982622146606445
114.817973,19.958328247070312,19.949216842651367
114.828016,19.985660552978516,19.949216842651367
114.838063,19.991735458374023,19.994770050048828
114.848104,20.016027450561523,20.064620971679688
114.858143,20.02210235595703,20.076766967773438
114.868209,20.08587646484375,20.019067764282227
114.878239,20.003881454467773,19.988697052001953
114.888279,19.940109252929688,20.01299285888672
114.898305,19.940109252929688,19.97654914855957
114.908372,19.985660552978516,19.937068939208984
114.918429,19.9978084564209,19.955291748046875
114.928471,20.037288665771484,19.97654914855957
114.938521,20.037288665771484,20.05854606628418
114.948656,20.00995445251465,20.110172271728516
114.958708,19.985660552978516,20.0251407623291
114.968745,19.952255249023438,19.988697052001953
114.978788,19.991735458374023,20.006919860839844
114.988843,19.9978084564209,19.988697052001953
114.998886,20.00995445251465,19.970476150512695
115.008931,19.9978084564209,19.982622146606445
115.018974,19.97958755493164,20.000844955444336
115.029035,20.00995445251465,19.970476150512695
115.039075,19.991735458374023,19.97654914855957
115.049118,20.05550765991211,20.019067764282227
115.059157,20.028175354003906,20.052473068237305
115.069211,20.02210235595703,20.031213760375977
115.079335,20.016027450561523,20.006919860839844
115.089385,19.985660552978516,19.982622146606445
115.099432,19.985660552978516,19.961366653442383
115.109492,19.940109252929688,19.988697052001953
115.119533,19.991735458374023,20.000844955444336
115.129577,20.067655563354492,20.05854606628418
115.139632,20.016027450561523,20.019067764282227
115.149651,20.04336166381836,20.019067764282227
115.159685,20.003881454467773,20.052473068237305
115.169736,19.991735458374023,20.031213760375977
115.179754,19.967439651489258,19.955291748046875
115.189811,19.9978084564209,19.93099594116211
115.199863,19.940109252929688,19.970476150512695
115.209918,20.00995445251465,19.924922943115234
115.220036,20.05550765991211,20.006919860839844
115.23006,20.028175354003906,20.0251407623291
115.240085,19.985660552978516,20.0251407623291
115.250114,19.940109252929688,20.04032325744629
115.260159,19.967439651489258,19.994770050048828
115.270189,19.9978084564209,20.006919860839844
115.280238,19.958328247070312,19.970476150512695
115.290268,20.016027450561523,19.988697052001953
115.300309,20.05550765991211,19.970476150512695
115.310354,20.073728561401367,19.949216842651367
115.320407,20.016027450561523,20.05854606628418
115.330459,19.97958755493164,20.01299285888672
115.340495,19.946182250976562,20.006919860839844
115.350547,19.958328247070312,20.01299285888672
115.360676,19.985660552978516,20.0251407623291
115.370724,20.003881454467773,19.943143844604492
115.380768,19.97958755493164,19.949216842651367
115.390793,20.05550765991211,20.0251407623291
115.400828,20.016027450561523,19.97654914855957
115.410905,19.97958755493164,19.961366653442383
115.420954,20.028175354003906,20.019067764282227
115.430994,20.003881454467773,20.070693969726562
115.441036,20.016027450561523,20.01299285888672
115.451086,20.016027450561523,19.994770050048828
115.461138,19.952255249023438,20.0251407623291
115.471183,19.985660552978516,19.994770050048828
115.481234,20.02210235595703,19.88544273376465
115.491354,20.02210235595703,19.982622146606445
115.501395,19.991735458374023,20.0251407623291
115.511442,20.061580657958984,20.000844955444336
115.521486,20.016027450561523,19.994770050048828
115.53153,19.93403434753418,20.04032325744629
115.541579,19.97958755493164,20.031213760375977
115.551639,19.991735458374023,19.994770050048828
115.56169,20.016027450561523,19.970476150512695
115.57172,20.016027450561523,19.949216842651367
115.581779,20.02210235595703,19.961366653442383
115.591825,19.9978084564209,19.97654914855957
115.601894,20.00995445251465,20.000844955444336
115.612035,19.97958755493164,20.05854606628418
115.622063,19.985660552978516,20.031213760375977
115.632105,19.991735458374023,20.019067764282227
115.642161,20.02210235595703,20.000844955444336
115.65221,20.02210235595703,19.97654914855957
115.662261,19.97958755493164,19.97654914855957
115.672315,20.04336166381836,19.970476150512695
115.682361,20.04336166381836,20.000844955444336
115.692397,20.016027450561523,19.949216842651367
115.702439,19.946182250976562,19.949216842651367
115.712494,19.958328247070312,20.019067764282227
115.722545,19.958328247070312,20.076766967773438
115.732599,20.00995445251465,20.0251407623291
115.742731,20.00995445251465,19.982622146606445
115.752791,20.061580657958984,20.006919860839844
115.762829,20.067655563354492,19.970476150512695
115.772869,20.02210235595703,19.994770050048828
115.782904,19.940109252929688,19.970476150512695
