log_stamp,IMUData.w,IMUData.x
2548.960662,0.941025641025641,-0.005494505494505494
2548.962665,0.941025641025641,-0.005494505494505494
2548.964674,0.941025641025641,-0.005494505494505494
2548.966677,0.941025641025641,-0.005494505494505494
2548.968725,0.941025641025641,-0.005494505494505494
2548.970729,0.941025641025641,-0.005494505494505494
2548.972733,0.941025641025641,-0.005494505494505494
2548.974739,0.941025641025641,-0.005494505494505494
2548.976743,0.941025641025641,-0.005463980463980464
2548.978777,0.941025641025641,-0.005494505494505494
2548.98078,0.941025641025641,-0.005494505494505494
2548.982786,0.941025641025641,-0.005494505494505494
2548.984795,0.941025641025641,-0.005494505494505494
2548.986797,0.941025641025641,-0.005494505494505494
2548.988844,0.941025641025641,-0.005494505494505494
2548.990846,0.941025641025641,-0.005494505494505494
2548.992849,0.941025641025641,-0.005494505494505494
2548.994857,0.941025641025641,-0.005494505494505494
2548.996865,0.941025641025641,-0.005494505494505494
2548.998946,0.941025641025641,-0.005494505494505494
2549.000949,0.941025641025641,-0.005494505494505494
2549.002951,0.941025641025641,-0.005494505494505494
2549.004952,0.941025641025641,-0.005494505494505494
2549.006957,0.941025641025641,-0.005463980463980464
2549.009009,0.941025641025641,-0.005463980463980464
2549.011013,0.941025641025641,-0.005463980463980464
2549.013015,0.941025641025641,-0.005494505494505494
2549.015018,0.941025641025641,-0.005494505494505494
2549.017018,0.941025641025641,-0.005463980463980464
2549.01907,0.941056166056166,-0.005463980463980464
2549.021074,0.941056166056166,-0.005463980463980464
2549.023076,0.941025641025641,-0.005463980463980464
2549.025082,0.941025641025641,-0.005463980463980464
2549.027084,0.941025641025641,-0.005463980463980464
2549.029128,0.941025641025641,-0.005463980463980464
2549.031132,0.941025641025641,-0.005463980463980464
2549.033138,0.941056166056166,-0.005463980463980464
2549.035143,0.941056166056166,-0.005463980463980464
2549.037144,0.941056166056166,-0.005463980463980464
2549.039184,0.941025641025641,-0.005463980463980464
2549.041189,0.941025641025641,-0.005463980463980464
2549.043194,0.941025641025641,-0.005463980463980464
2549.045199,0.941056166056166,-0.005463980463980464
2549.047204,0.941025641025641,-0.005463980463980464
2549.049205,0.941056166056166,-0.005463980463980464
2549.051209,0.941056166056166,-0.005463980463980464
2549.053212,0.941056166056166,-0.005463980463980464
2549.055214,0.941056166056166,-0.005463980463980464
2549.057215,0.941056166056166,-0.005463980463980464
2549.059258,0.941025641025641,-0.005463980463980464
2549.061264,0.941025641025641,-0.005463980463980464
2549.063266,0.941025641025641,-0.005494505494505494
2549.065267,0.941025641025641,-0.005494505494505494
2549.06727,0.941056166056166,-0.005494505494505494
2549.069328,0.941056166056166,-0.005494505494505494
2549.07133,0.941056166056166,-0.005494505494505494
2549.073338,0.941025641025641,-0.005494505494505494
2549.07534,0.941025641025641,-0.005494505494505494
2549.077346,0.941025641025641,-0.005494505494505494
2549.079427,0.941025641025641,-0.005494505494505494
2549.081434,0.941025641025641,-0.005494505494505494
2549.083436,0.941025641025641,-0.005494505494505494
2549.085442,0.941025641025641,-0.005494505494505494
2549.087446,0.941025641025641,-0.005494505494505494
2549.089485,0.941056166056166,-0.005494505494505494
2549.091494,0.941056166056166,-0.005494505494505494
2549.0935,0.941056166056166,-0.005494505494505494
2549.095507,0.941056166056166,-0.005494505494505494
2549.097509,0.941056166056166,-0.005494505494505494
2549.099548,0.941056166056166,-0.005494505494505494
2549.101549,0.941056166056166,-0.005494505494505494
2549.103552,0.941056166056166,-0.005494505494505494
2549.105561,0.941056166056166,-0.005494505494505494
2549.107568,0.941056166056166,-0.005494505494505494
2549.10957,0.941056166056166,-0.005494505494505494
2549.111575,0.941056166056166,-0.005494505494505494
2549.113576,0.941056166056166,-0.005494505494505494
2549.115578,0.941056166056166,-0.005494505494505494
2549.11759,0.941056166056166,-0.005494505494505494
2549.119671,0.941025641025641,-0.005494505494505494
2549.121672,0.941056166056166,-0.005494505494505494
2549.123675,0.941056166056166,-0.005494505494505494
2549.125681,0.941056166056166,-0.005494505494505494
2549.127685,0.941056166056166,-0.005494505494505494
2549.129736,0.941056166056166,-0.005494505494505494
2549.131742,0.941056166056166,-0.005494505494505494
2549.133744,0.941056166056166,-0.005494505494505494
2549.135745,0.941056166056166,-0.005494505494505494
2549.137749,0.941056166056166,-0.005494505494505494
2549.139795,0.941056166056166,-0.005494505494505494
2549.1418,0.941056166056166,-0.005494505494505494
2549.143803,0.941056166056166,-0.005494505494505494
2549.145812,0.941056166056166,-0.005494505494505494
2549.147818,0.941056166056166,-0.005494505494505494
2549.149861,0.941056166056166,-0.005525030525030525
2549.151866,0.941056166056166,-0.005525030525030525
2549.153868,0.941056166056166,-0.005525030525030525
2549.155874,0.941056166056166,-0.005525030525030525
2549.157877,0.941056166056166,-0.005525030525030525
2549.159921,0.941056166056166,-0.005525030525030525
2549.161929,0.941056166056166,-0.005525030525030525
2549.16393,0.941056166056166,-0.005525030525030525
2549.165939,0.941056166056166,-0.005525030525030525
2549.16794,0.941056166056166,-0.005525030525030525
2549.169971,0.941056166056166,-0.005525030525030525
2549.171975,0.941056166056166,-0.005555555555555556
2549.173977,0.941056166056166,-0.005555555555555556
2549.175984,0.941056166056166,-0.005555555555555556
2549.177988,0.941056166056166,-0.005555555555555556
2549.180044,0.941056166056166,-0.005555555555555556
2549.182045,0.941056166056166,-0.005555555555555556
2549.184053,0.941056166056166,-0.005555555555555556
2549.18606,0.941056166056166,-0.005555555555555556
2549.188061,0.941056166056166,-0.005555555555555556
2549.190106,0.941056166056166,-0.005555555555555556
2549.192108,0.941056166056166,-0.005555555555555556
2549.19411,0.941056166056166,-0.005555555555555556
2549.196116,0.941056166056166,-0.005555555555555556
2549.198121,0.941056166056166,-0.005555555555555556
2549.200126,0.941056166056166,-0.005555555555555556
2549.202128,0.941056166056166,-0.005525030525030525
2549.204133,0.941056166056166,-0.005525030525030525
2549.206134,0.941056166056166,-0.005555555555555556
2549.208136,0.941056166056166,-0.005555555555555556
2549.21017,0.941056166056166,-0.005555555555555556
2549.212172,0.941056166056166,-0.005555555555555556
2549.214176,0.941056166056166,-0.005555555555555556
2549.216179,0.941056166056166,-0.005555555555555556
2549.21818,0.941056166056166,-0.005555555555555556
2549.220233,0.941056166056166,-0.005586080586080586
2549.222236,0.941056166056166,-0.005586080586080586
2549.224246,0.941056166056166,-0.005586080586080586
2549.226249,0.941056166056166,-0.005586080586080586
2549.22826,0.941056166056166,-0.005555555555555556
2549.230289,0.941056166056166,-0.005555555555555556
2549.232291,0.941056166056166,-0.005555555555555556
2549.2343,0.941056166056166,-0.005555555555555556
2549.236301,0.941056166056166,-0.005555555555555556
2549.238302,0.941056166056166,-0.005555555555555556
2549.240393,0.941056166056166,-0.005555555555555556
